['Legenda'],['Relevancia']
"['‘', 'ORÇAMENTO', 'SUSTENTABILIDADE', 'ESPLANADA', '’', '|', 'primeira', 'vez', 'sustentabilidade', 'transversal', 'Plano', 'Plurianual', '.', 'quer', 'dizer', 'tema', 'deve', 'observado', 'projetos', 'todas', 'pastas', '.', '“', 'Ministério', 'Meio', 'Ambiente', 'retorno', 'ambiental', 'orçamento', 'outro', 'ministério', '”', 'explica', 'Marina', 'Silva', '.']",['positivo']
"['Preservar', 'Cerrado', 'cuidar', 'planeta', '.', 'Hoje', 'celebramos', 'Dia', 'Mundial', 'Educação', 'Ambiental', 'reafirmando', 'compromisso', 'Goiás', 'conscientização', 'ações', 'garantem', 'vitalidade', 'desse', 'bioma', 'único', '.', 'Juntos', 'futuro', 'sustentável', '.', '@', 'andrea_vulcanis', '@', 'santos_rubia27', '@', 'leonardoserpa_', '@', 'bento_jrocha', '@', 'robsondisarz', '@', 'jorgewerneck', '@', 'rafanunesb', '@', 'leodamascenooficial', '@', 'francisvalverde.eng', '@', 'williamsouzag_']",['positivo']
"[""'correntão"", ""'"", 'método', 'cruel', 'existe', 'pra', 'destruir', 'natureza', '.', 'infrator', 'pega', 'corrente', 'grossa', '.', 'prende', 'ponta', 'cada', 'trator', 'sai', 'limpando', 'tudo', 'Muitos', 'animais', 'infelizmente', 'morrem', 'prática', '.', 'imagens', 'gravadas', 'dia', '25', 'janeiro', 'Nova', 'Crixás', '.', 'explica', 'vídeo', 'gerente', 'Geoprocessamento', 'Monitoramento', 'Remoto', 'Semad', 'Murilo', 'Cardoso', '.', 'Não', 'desmate', 'não', 'use', ""'correntão"", ""'"", '.', 'Respeite', 'meio', 'ambiente', '.', '@', 'andrea_vulcanis', '@', 'robsondisarz', '@', 'marcelo_m_sales', '@', 'murilomapas', '@', 'rodrigopbastos']",['positivo']
"['vida', 'posso', 'fazer', '?', '#', 'florestas', '#', 'meioambiente']",['positivo']
"['CIÊNCIA', 'PARQUES', '|', 'Colaboradores', 'serviço', 'parques', 'Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Goiás', '(', 'Semad', ')', 'participaram', 'nesta', 'semana', 'treinamento', 'voltado', 'estudo', 'pegadas', 'animais', 'silvestres', 'vivem', 'unidades', 'conservação', '.', 'curso', 'promovido', 'especialista', 'Programa', 'Conservação', 'Mamíferos', 'Cerrado', '(', 'PCMC', ')', 'aconteceu', 'parques', 'estaduais', 'Serra', 'Caldas', 'Novas', '(', 'Pescan', ')', 'Mata', 'Atlântica', '(', 'Pema', ')', '.', 'alunos', 'aprenderam', 'fazer', 'moldes', 'pegadas', '.', '``', 'Quanto', 'gente', 'estuda', 'hábitos', 'animais', 'melhor', 'conseguimos', 'protegê-los', ""''"", 'explica', 'Maurício', 'Vianna', 'Tambelini', 'chefe', 'Pescan', '.', '``', 'queremos', 'gerar', 'conhecimento', 'enriquecer', 'experiência', 'visita', 'parques', 'contribuir', 'pesquisas', 'científicas', 'acontecem', 'âmbito', 'unidades', ""''"", 'conclui', '.', '@', 'pesj_serradejaragua', '@', 'm.moura76', '@', 'erickolailat', '@', 'caiocns', '@', 'bento_jrocha', '@', 'robsondisarz', '@', 'jorgewerneck', '@', 'andrea_vulcanis', '@', 'parquealtamiro', '@', 'jaqueramosbio', '@', 'inararibas', '@', 'parque_mata_atlantica', '@', 'pep_pireneus', '@', 'pearaguaia123', '@', 'peap_aguasdoparaiso', '@', 'peal_aguaslindas', '@', 'parqueserradouradaoficial', '@', 'serra_de_caldas_novas_pescan', '@', 'mauricio_v_t']",['positivo']
"['último', 'dia', '25', 'cientistas', 'brasileiros', 'diversas', 'instituições', 'pesquisa', 'emitiram', 'alerta', 'sobre', 'restauração', 'áreas', 'degradadas', 'Brasil', 'destacando', 'abordagem', 'atual', 'representa', 'possível', 'risco', 'ecossistemas', '.', 'advertência', 'divulgada', 'revista', 'científica', 'Science', '.', 'pesquisadores', 'argumentam', 'restauração', 'não', 'deve', 'apenas', 'questão', 'transformar', 'área', 'verde', '.', 'afirmam', 'maneira', 'projetos', 'restauração', 'têm', 'sido', 'conduzidos', 'Brasil', 'pode', 'resultar', 'perda', 'ecossistemas', 'tal', 'conhecemos', 'hoje', '.', 'ocorre', 'porque', 'projetos', 'andamento', 'adotam', 'padrão', 'único', 'todos', 'tipos', 'ecossistemas', 'negligenciando', 'diversidade', 'local', 'espécies', 'tornando', 'áreas', 'outrora', 'biodiversas', 'agora', '“', 'homogêneas', '”', 'após', 'restauração', '.', 'recuperadas', 'áreas', 'não', 'conseguem', 'reproduzir', 'condições', 'existiam', 'antes', 'degradação', '.', 'Leia', 'tudo', 'blog', 'através', 'link', 'bio', 'stories', '.', 'https', ':', '//florestalbrasil.com/modelo-atual-de-restauracao-nao-salvara-ecossistemas/', '#', 'reflorestamento', '#', 'restauração', '#', 'arvores', '#', 'meioambiente']",['irrelevante']
"['Taiga', 'floresta', 'congelar', '#', 'florestas', '#', 'meioambiente', '#', 'viral', '#', 'reels', '#', 'natureza']",['positivo']
"['ENCERRAMENTO', 'LIXÕES', 'GOIÁS', 'provavelmente', 'ouviu', 'falar', 'programa', 'Lixão', 'Zero', 'instituído', 'decreto', 'nº', '10.367', '.', 'decreto', 'traz', 'detalhes', 'sobre', 'fases', 'transitória', 'definitiva', 'processo', 'encerramento', 'lixões', 'Goiás', '.', 'Nesse', 'vídeo', 'superintendente', 'Resíduos', 'Sólidos', 'Desenvolvimento', 'Sustentável', 'Semad', 'Kaoara', 'Batista', 'gerente', 'Regionalização', 'Resíduos', 'Sólidos', 'Vinícius', 'Mury', 'falam', 'sobre', 'assunto', '.', 'entusiasmados', 'anunciar', 'próximo', 'dia', '30', 'realizaremos', 'live', 'especial', 'dedicada', 'esclarecer', 'todas', 'dúvidas', 'sobre', 'encerramento', 'lixões', 'programa', 'Lixo', 'Zero', '.', 'Não', 'perca', 'oportunidade', 'participar', 'informar', 'sobre', 'transformações', 'curso', '.', '#', 'LixaoZero', '#', 'Sustentabilidade', '@', 'kkaoara', '@', 'eufabianamarianunes', '@', 'fabiosgois', '@', 'vinicius.mury', '@', 'bento_jrocha', '@', 'mpdegoias', '@', 'andrea_vulcanis', '@', 'jorgewerneck', '@', 'fernandaandreozi']",['positivo']
"['Relatório', 'Riscos', 'Globais', '2024', 'Fórum', 'Econômico', 'Mundial', '(', 'FEM', ')', 'destaca', 'eventos', 'climáticos', 'extremos', 'mudanças', 'críticas', 'sistemas', 'terrestres', 'principais', 'preocupações', 'próxima', 'década', '.', 'Enquanto', 'má', 'informação', 'desinformação', 'identificadas', 'maiores', 'riscos', 'curto', 'prazo', 'próximos', 'dois', 'anos', 'riscos', 'ambientais', 'ganham', 'destaque', 'longo', 'período', 'dez', 'anos', '.', 'documento', 'conclui', 'quatro', 'riscos', 'sérios', 'próximos', 'dez', 'anos', ':', 'fenômenos', 'meteorológicos', 'extremos', 'alterações', 'críticas', 'sistemas', 'terrestres', 'perda', 'biodiversidade', 'colapso', 'ecossistemas', 'escassez', 'recursos', 'naturais', '.', 'poluição', 'figura', 'dez', 'riscos', 'graves', '.', 'maneira', 'alarmante', 'relatório', 'ressalta', 'cooperação', 'questões', 'globais', 'urgentes', 'pode', 'tornar', 'cada', 'vez', 'escassa', 'enfatizando', 'importância', 'ações', 'concertadas', 'colaboração', 'lidar', 'emergências', 'climáticas', 'naturais', '.', 'Leia', 'tudo', 'blog', 'através', 'link', 'bio', 'stories', '.', 'https', ':', '//florestalbrasil.com/riscos-graves-para-a-proxima-decada-crises-climatica-e-perda-de-biodiversidade/', '#', 'criseclimática', '#', 'meioambiente', '#', 'aquecimentoglobal', '#', 'mudançasclimáticas']",['positivo']
"['COLETA', 'SELETIVA', 'FIM', 'LIXÕES', 'GOIÁS', 'coleta', 'seletiva', 'prevista', 'decreto', 'encerramento', 'lixões', '(', 'nº', '10.367', ')', 'artigos', '11', '12', '.', 'decreto', 'estipula', 'cada', 'município', 'seis', 'meses', 'apresentar', 'plano', 'coleta', 'seletiva', 'solicitar', 'licenciamento', 'ambiental', '.', 'sabe', 'não', 'custa', 'lembrar', 'né', '?', 'vai', 'assuntos', 'tratados', 'dia', '30', 'live', 'especial', 'sobre', 'programa', 'Lixão', 'Zero', '.', 'convidado', 'especial', '.', '@', 'kkaoara', '@', 'eufabianamarianunes', '@', 'fabiosgois', '@', 'vinicius.mury', '@', 'bento_jrocha', '@', 'mpdegoias', '@', 'andrea_vulcanis', '@', 'jorgewerneck', '@', 'fernandaandreozi']",['positivo']
"['ENCERRAMENTO', 'LIXÕES', 'GOIÁS', 'terceiro', 'vídeo', 'sobre', 'decreto', '10.367/2023', 'instituiu', 'programa', 'Lixão', 'Zero', 'Goiás', 'titular', 'Gerência', 'Apoio', 'Política', 'Resíduos', 'Sólidos', 'Fábio', 'Góis', 'responde', 'pergunta', 'importante', ':', 'município', 'precisa', 'fazer', 'área', 'hoje', 'funciona', 'lixão', '?', 'série', 'cuidados', 'alusivos', 'processo', 'reabilitação', 'terreno', '.', 'quiser', 'tirar', 'dúvidas', 'sobre', 'decreto', 'assista', 'dois', 'últimos', 'vídeos', 'postamos', 'perfil', 'Semad', 'acompanhe', 'live', 'especial', 'faremos', 'Youtube', '9h', 'dia', '30', 'janeiro', '.', '#', 'LixaoZero', '#', 'Sustentabilidade', '@', 'kkaoara', '@', 'eufabianamarianunes', '@', 'fabiosgois', '@', 'vinicius.mury', '@', 'bento_jrocha', '@', 'mpdegoias', '@', 'andrea_vulcanis', '@', 'jorgewerneck', '@', 'fernandaandreozi']",['positivo']
"['ministras', 'Marina', 'Silva', 'Sonia', 'Guajajara', '(', '@', 'minpovosindigenas', ')', 'participaram', 'nesta', 'quinta-feira', '(', '25/1', ')', 'encerramento', 'processo', 'nacional', 'formação', 'construção', 'dossiê', 'popular', 'sobre', 'acesso', 'patrimônio', 'genético', 'repartição', 'benefícios', '.', 'cerimônia', 'aconteceu', 'auditório', 'MMA', 'Brasília', '.', 'formação', 'popular', 'acesso', 'repartição', 'benefícios', 'cinco', 'oficinas', 'regionais', 'cada', 'cerca', '70', 'representantes', 'povos', 'comunidades', 'tradicionais', 'povos', 'indígenas', 'agricultores', 'familiares', '.', 'processo', 'educativo', 'buscou', 'reforçar', 'direitos', 'desses', 'grupos', 'proteção', 'saberes', 'promover', 'desenvolvimento', 'sustentável', '.', '“', 'europeus', 'chegaram', 'aqui', 'trataram', 'indígenas', 'rio', 'árvore', 'pedaço', 'pau', 'peixe', '.', 'não', 'civilizações', 'portadoras', 'cultura', 'forma', 'científica', 'mundo', '”', 'afirmou', 'Marina', '.', '“', 'Neste', 'momento', 'fazendo', 'resgate', 'mesmos', '”', '.', 'processo', 'formação', 'realizado', 'projeto', 'Fundo', 'Global', 'Meio', 'Ambiente', '(', 'GEF', 'sigla', 'inglês', ')', 'executado', 'Programa', 'Nações', 'Unidas', 'Desenvolvimento', '(', 'PNUD', ')', '.', 'coordenação', 'técnica', 'MMA', '.', 'oficinas', 'abordaram', 'Lei', 'Biodiversidade', 'reconhece', 'papel', 'destaque', 'povos', 'indígenas', 'povos', 'comunidades', 'tradicionais', 'agricultores', 'familiares', '.', 'incluíram', 'instrumentos', 'proteção', 'conhecimentos', 'tradicionais', 'acesso', 'repartição', 'benefícios', 'acesso', 'patrimônio', 'genético', 'país', '.', 'outros', 'pontos', 'legislação', 'garantiu', 'direito', 'desses', 'grupos', 'voto', 'Conselho', 'Gestão', 'Patrimônio', 'Genético', 'criou', 'Fundo', 'Nacional', 'Repartição', 'Benefícios', 'trouxe', 'reconhecimento', 'legal', 'Protocolos', 'Comunitários', 'Bioculturais', '.', '“', 'Brasil', 'países', 'biodiversos', 'planeta', 'deve', 'liderar', 'reconhecimento', 'riqueza', 'possível', 'graças', 'povos', 'indígenas', 'proteção', 'territórios', '”', 'afirmou', 'ministra', 'Sonia', 'Guajajara', '.', '“', 'vital', 'ganhos', 'revertidos', 'conservação', 'territórios', 'bem-estar', 'povos.', '”', 'informações', 'mma.gov.br', ':', '@', 'mre_gaviao', 'MMA', '(', 'foto', '3', ')']",['positivo']
"['Existem', 'muitas', 'razões', 'quais', 'acredita-se', 'empresa', 'práticas', 'ESG', 'confiável', 'considerada', 'sustentável', 'processos', 'produção', 'menor', 'risco', 'ocorrência', 'escândalos', 'administrativos', '.', 'Fato', 'vem', 'sendo', 'tratado', 'fortemente', 'últimos', 'anos', 'tendo', 'vista', 'empresas', 'demonstrem', 'maior', 'interesse', 'pautas', 'ambientais', 'melhor', 'recepção', 'produtos', 'parte', 'consumidores', 'consequentemente', 'maior', 'lucratividade', '.', 'Leia', 'texto', 'Íntegra', ':', 'https', ':', '//florestalbrasil.com/esg-porque-e-como-surgiu-esse-termo/']",['positivo']
"['LOTEAMENTOS', 'IRREGULARES', '|', 'Convidamos', 'delegada', 'Lara', 'Menezes', 'Melo', 'Oliveira', 'atua', 'Delegacia', 'Estadual', 'Repressão', 'Crimes', 'contra', 'Meio', 'Ambiente', '(', 'Dema', ')', '14', 'anos', 'falar', 'problema', 'sério', ':', 'loteamentos', 'clandestinos', '.', 'Lara', 'explica', 'procura', 'chácaras', 'lazer', 'Goiás', 'cresceu', 'pandemia', 'atender', 'demanda', 'surgiram', 'infratores', 'criaram', 'loteamentos', 'margem', 'lei', '.', 'parcelamento', 'ilegal', 'solo', 'traz', 'consequências', 'desmatamento', 'pressão', 'sobre', 'fauna', 'sobre', 'rede', 'saúde', 'acúmulo', 'lixo', '.', 'Polícia', 'Civil', 'Goiás', 'Semad', 'Ministério', 'Público', 'juntos', 'operações', 'fiscalização', 'coibir', 'prática', '.', '@', 'andrea_vulcanis', '@', 'robsondisarz', '@', 'jorgewerneck', '@', 'bento_jrocha', '@', 'policiacivil_go', '@', 'mpdegoias', '@', 'rodrigopbastos', '@', 'murilomapas', '@', 'marcelo_m_sales']",['positivo']
"['som', 'Floresteiros', 'Floresteiras', 'comecem', 'bem', 'semana', '#', 'viola', '#', 'musica', '#', 'segundafeira', '#', 'caipira', '#', 'modadeviola', '#', 'almirsater']",['positivo']
"['Órgãos', 'ambientais', 'durante', 'período', '2004', '2020', 'superaram', 'Forças', 'Armadas', 'eficácia', 'gestão', 'financeira', 'luta', 'contra', 'desmatamento', 'Amazônia', '.', 'Enquanto', 'Ibama', 'utilizou', 'R', '$', '166', 'bilhão', 'longo', 'desses', '16', 'anos', 'militares', 'aplicaram', 'R', '$', '444', 'milhões', 'apenas', 'dois', 'anos', 'representando', 'quase', '1/4', 'investimento', 'Ibama', 'período', '.', 'Durante', 'predominância', 'militar', 'alertas', 'desmatamento', 'aumentaram', 'significativamente', ':', '113', '%', '2019', '60', '%', '2020', '.', 'área', 'queimada', 'Amazônia', 'atingiu', 'níveis', '2010', 'enquanto', 'ações', 'fiscalizadoras', 'emissão', 'autos', 'infração', 'confisco', 'destruição', 'equipamentos', 'sofreram', 'redução', 'severa', '.', 'constatações', 'provenientes', 'recente', 'estudo', 'publicado', 'revista', 'Scientific', 'Reports', 'especialistas', 'ligados', 'Universidade', 'Federal', 'Minas', 'Gerais', '(', 'UFMG', ')', '.', 'trabalho', 'não', 'apenas', 'abordou', '“', 'militarização', '”', 'ações', 'ambientais', 'avaliou', 'eficiência', 'fiscalização', 'mudanças', 'institucionais', 'aplicação', 'leis', '.', 'Leia', 'tudo', 'blog', 'através', 'link', 'bio', 'stories', '.', 'https', ':', '//florestalbrasil.com/as-forcas-armadas-foram-menos-eficientes-do-que-orgaos-ambientais-contra-o-desmate-da-amazonia/', '#', 'google_vignette', '#', 'meioambiente', '#', 'natureza', '#', 'florestas', '#', 'ibama', '#', 'icmbio']",['irrelevante']
"['ANOTA', 'AGENDA', '|', 'Semad', 'promove', 'nesta', 'terça-feira', '(', '30/01', ')', 'live', 'explicar', 'decreto', '10.367/2023', 'trata', 'encerramento', 'lixões', 'Goiás', '.', 'abertura', 'secretária', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Andréa', 'Vulcanis', 'seguida', 'falarão', 'superintendente', 'Desenvolvimento', 'Sustentável', 'Resíduos', 'Sólidos', 'Kaoara', 'Batista', ';', 'gerente', 'Economia', 'Verde', 'Circular', 'Fabiana', 'Nunes', ';', 'gerente', 'Desenvolvimento', 'Inovação', 'Ambiental', 'Nara', 'Chaves', ';', 'gerente', 'Desenvolvimento', 'Sustentável', 'Educação', 'Ambiental', 'Rúbia', 'Santos', '.', 'transmissão', 'começa', '9', 'horas', 'dois', 'canais', 'alternativos', ':', 'Youtube', 'Semad', 'sala', 'aplicativo', 'Zoom', '.', 'link', ':', 'https', ':', '//us02web.zoom.us/j/84674322027', '?', 'pwd=VkFvMG5DMklXSloxa2NVbDVodjlRZz09', 'linhas', 'gerais', 'decreto', 'estabelece', 'duas', 'fases', 'processo', 'encerramento', 'lixões', 'Goiás', ':', 'transição', 'definitiva', '.', 'fase', 'transitória', 'municípios', 'têm', 'apresentar', 'projeto', 'coleta', 'seletiva', 'implantado', 'seis', 'meses', 'partir', 'publicação', 'decreto', '(', 'abrangência', 'mínimo', '10', '%', 'população', 'primeiro', 'ano', ')', 'requerer', 'licença', 'encerramento', 'lixão', 'atual', 'iniciar', 'processo', 'reabilitação', 'área', 'determinar', 'local', 'dar', 'destinação', 'ambientalmente', 'adequada', 'todos', 'resíduos', 'produz', '.', 'fase', 'definitiva', 'municípios', 'governo', 'Estado', 'vão', 'implementar', 'aterros', 'sanitários', 'regionalizados', 'cuja', 'gestão', 'gastos', 'responsabilidade', 'todos', 'atores', 'envolvidos', '.', 'ideia', 'aterro', 'regionalizado', 'atenda', 'vários', 'municípios', 'sozinhos', 'dificuldades', 'arcar', 'despesas', '.', '@', 'kkaoara', '@', 'eufabianamarianunes', '@', 'fabiosgois', '@', 'vinicius.mury', '@', 'andreialoks', '@', 'aamandars_', '@', 'bento_jrocha', '@', 'jorgewerneck', '@', 'robsondisarz', '@', 'andrea_vulcanis', '@', 'narachavesx', '@', 'santos_rubia27']",['irrelevante']
"['Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Goiás', 'recebeu', 'visita', 'representantes', 'Instituto', 'Natureza', 'Tocantins', '(', 'Naturatins', ')', 'vinculado', 'governo', 'Tocantins', 'vieram', 'Goiânia', 'objetivo', 'conhecer', 'trabalho', 'equipe', 'fiscalização', 'Sistema', 'Ipê', 'reduziu', 'tempo', 'médio', 'análise', 'licenças', 'ambientais', 'cinco', 'anos', '45', 'dias', '.', 'apresentação', 'dividida', 'dois', 'momentos', '.', 'manhã', 'subsecretários', 'Robson', 'Disarz', 'José', 'Bento', 'Rocha', 'Jorge', 'Werneck', 'conduziram', 'diálogo', 'sobre', 'Sistema', 'Ipê', '.', 'maneira', 'geral', 'representantes', 'Semad', 'explicaram', 'modernização', 'licenciamento', 'utilizam', 'sistema', 'facilitar', 'processo', '.', 'segundo', 'momento', 'tarde', 'apresentada', 'fiscalização', '.', 'Conduzida', 'subsecretário', 'Robson', 'Disarz', 'apresentação', 'mostrou', 'quais', 'estratégias', 'Semad', 'fiscalizar', 'crimes', 'ambientais', 'autuação', 'remota', 'ampliou', 'capacidade', 'fiscalização', 'pasta', 'estadual', '.', '“', 'Promovemos', 'aqui', 'troca', 'conhecimentos', 'partir', 'sistemas', 'fiscalização', 'licenciamento', 'Semad', '”', 'explicou', 'presidente', 'Naturatins', 'Renato', 'Jayme', '.', 'Goiás', 'Tocantins', 'estados', '“', 'coirmãos', '”', '.', '“', 'sempre', 'buscado', 'integração', 'evoluir', 'políticas', 'ambientais', 'sobretudo', 'semelhança', 'duas', 'unidades', 'federação.', '”', '@', 'naturatins', '@', 'rj_renatojayme', '@', 'bento_jrocha', '@', 'marcelo_m_sales', '@', 'narachavesx', '@', 'natalialino', '@', 'robsondisarz', '@', 'jorgewerneck', '@', 'andrea_vulcanis']",['positivo']
"['2023', 'exportações', 'madeira', 'Pará', 'movimentaram', 'US', '$', '212', 'milhões', 'registrando', 'queda', '39', '%', 'relação', 'ano', 'anterior', '.', 'total', 'exportadas', '242', 'mil', 'toneladas', 'produtos', 'madeireiros', '.', 'Pará', 'continua', 'liderança', 'maior', 'exportador', 'madeira', 'nativa', 'Brasil', 'quarto', 'principal', 'exportador', 'madeira', 'país', 'atrás', 'Paraná', 'Santa', 'Catarina', 'Rio', 'Grande', 'Sul', 'estados', 'têm', 'produção', 'baseada', 'madeira', 'reflorestamento', '.', 'Leia', 'matéria', 'completa', ':', 'https', ':', '//florestalbrasil.com/exportacoes-de-madeira-pelo-para-caem-39-em-2023/', '.']",['positivo']
"['próximos', 'fim', 'Amazônia', '?', '#', 'amazonia', '#', 'meioambiente', '#', 'natureza', '#', 'brasil', '#', 'viral']",['positivo']
"['MMA', '@', 'sfbflorestal', 'participaram', 'nesta', 'segunda', '(', '29/1', ')', 'workshop', '“', 'Desbloqueando', 'financiamento', 'restauração', 'escala', '”', 'reuniu', '100', 'empresas', 'debates', 'sobre', 'finanças', 'recuperação', 'florestal', '.', 'agenda', 'reúne', 'prioridades', 'governo', 'federal', 'proteção', 'biodiversidade', 'combate', 'mudança', 'clima', 'produção', 'alimentos', 'sustentáveis', 'geração', 'emprego', 'renda', 'foco', 'agricultores', 'familiares', 'comunidades', 'tradicionais', '.', 'setor', 'privado', 'parceiro', 'recuperação', 'florestas', 'crescentes', 'investimentos', 'todos', 'biomas', 'inovando', 'arranjos', 'produtivos', 'mecanismos', 'financeiros', 'modelos', 'negócio', '.', 'Estima-se', 'apenas', '5', 'maiores', 'empresas', 'setor', 'têm', 'juntas', 'meta', 'reflorestar', '4', 'milhões', 'hectares', 'conservar', 'outros', '25', 'milhões', 'contribuindo', 'meta', 'brasileira', 'recuperar', '12', 'milhões', 'hectares', '2030', '.', 'empresas', 'têm', 'investido', 'fomento', 'nova', 'economia', 'florestal', 'sistemas', 'agroflorestas', 'silvicultura', 'espécies', 'nativas', 'projetos', 'recuperação', 'escala', 'conectados', 'mercado', 'carbono', '.', 'iniciativas', 'desenvolvem', 'bioeconomia', 'fomentam', 'cadeias', 'produzem', 'mudas', 'sementes', 'criam', 'inovações', 'aplicadas', 'agricultura', '.', 'ministra', 'Marina', 'Silva', 'apresentou', 'agenda', 'MMA', 'estimular', 'apoiar', 'investimentos', 'privados', 'restauração', '.', 'melhor', 'ambiente', 'regulatório', 'vai', 'aumentar', 'segurança', 'jurídica', 'atividade', 'fomentar', 'difundir', 'boas', 'práticas', 'garantir', 'integridade', 'ambiental', 'social', 'projetos', '.', 'novo', 'Plano', 'Nacional', 'Recuperação', 'Vegetação', 'Nativa', '(', 'Planaveg', ')', 'lançado', 'neste', 'ano', 'após', 'retomada', 'Comissão', 'Nacional', 'Recuperação', 'Vegetação', 'Nativa', '(', 'Conaveg', ')', '2023', 'paralisada', 'governo', 'anterior', '.', 'MMA', 'prepara', 'lista', 'municípios', 'prioritários', 'recuperação', 'florestal', 'apoiou', 'editais', 'BNDES', 'Fundo', 'Clima', 'totalizam', 'R', '$', '11', 'bilhão', '.', 'regulamentação', 'Lei', 'PSA', 'fase', 'implementação', 'assim', 'regulamentação', 'mercado', 'carbono', 'aprimoramento', 'linhas', 'crédito', 'rural', '.', '(', 'Continua', 'comentário', 'fixado', ')']",['irrelevante']
"['CONSULTA', 'PÚBLICA', '|', 'Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Goiás', '(', 'Semad', ')', 'abriu', 'consulta', 'pública', 'tratar', 'Plano', 'Ambiental', 'Conservação', 'Uso', 'Entorno', 'Reservatório', 'Artificial', '(', 'Pacuera', ')', 'Pequena', 'Central', 'Hidrelétrica', '(', 'PCH', ')', 'Gameleira', 'localizada', 'município', 'Cristalina', '.', 'plano', 'traz', 'diretrizes', 'proposições', 'têm', 'objetivo', 'proporcionar', 'conservação', 'recuperação', 'uso', 'ocupação', 'adequados', 'entorno', 'reservatório', 'artificial', '.', 'consulta', 'pública', 'Semad', 'colherá', 'críticas', 'sugestões', 'plano', 'submeterá', 'contribuições', 'análise', 'corpo', 'técnico', '.', 'Tanto', 'Plano', 'Ambiental', 'Conservação', 'Uso', 'Entorno', 'Reservatório', 'Artificial', '(', 'Pacuera', ')', 'PCH', 'Gameleira', 'arquivos', 'vetoriais', 'podem', 'consultados', 'link', 'abaixo', ':', 'https', ':', '//goias.gov.br/meioambiente/semad-abre-consulta-sobre-plano-ambiental-para-o-entorno-da-pch-gameleira/', '@', 'mbvalerius', '@', 'brunno.t.o', '@', 'robsondisarz', '@', 'andrea_vulcanis', '@', 'zilma.alves.351']",['positivo']
"['Diversas', 'regiões', 'redor', 'mundo', 'testemunhando', 'rápido', 'esgotamento', 'reservas', 'subterrâneas', 'água', 'essenciais', 'necessidades', 'milhões', 'pessoas', 'termos', 'consumo', 'irrigação', 'outros', 'usos', '.', 'constatação', 'resultado', 'recente', 'pesquisa', 'analisou', 'milhares', 'medições', 'nível', 'águas', 'subterrâneas', '40', 'países', 'abrangendo', '170', 'mil', 'poços', '.', 'estudo', 'inovador', 'primeiro', 'apresentar', 'visão', 'abrangente', 'níveis', 'globais', 'águas', 'subterrâneas', 'fornecendo', 'insights', 'cruciais', 'cientistas', 'compreenderem', 'impacto', 'humano', 'nesse', 'recurso', 'valioso', '.', 'pesquisa', 'destaca', 'tanto', 'uso', 'excessivo', 'direto', 'quanto', 'efeitos', 'indiretos', 'mudanças', 'climáticas', 'provocadas', 'atividade', 'humana', 'influenciam', 'padrões', 'chuvas', 'consequentemente', 'reservas', 'subterrâneas', '.', 'Leia', 'tudo', 'blog', 'através', 'link', 'bio', 'stories', '.', '#', 'meioambiente', '#', 'agua']",['positivo']
